Input feed cut file input-unit/svv-dual-band-2.204GHz-rhcp.cut, CF(dB)=-0.30, complex field for theta,phi degrees
    THETA    PHI        POL-1,real         POL-1,imag         POL-2,real         POL-2,imag
  129.00     5.00       1.944814E-01       2.367922E-02       8.878123E-02      -3.589247E-02
  130.00     5.00       1.868206E-01       1.718915E-02       8.457171E-02      -4.196834E-02
  131.00     5.00       1.804021E-01       9.978399E-03       8.192555E-02      -4.860712E-02
  132.00     5.00       1.754110E-01       2.614887E-03       8.095709E-02      -5.505942E-02
  133.00     5.00       1.718028E-01      -4.325612E-03       8.148146E-02      -6.059992E-02
  134.00     5.00       1.693286E-01      -1.034240E-02       8.305880E-02      -6.464017E-02
  135.00     5.00       1.675853E-01      -1.507818E-02       8.507292E-02      -6.681068E-02
  136.00     5.00       1.660858E-01      -1.835907E-02       8.683207E-02      -6.700322E-02
  137.00     5.00       1.643350E-01      -2.020388E-02       8.767306E-02      -6.537043E-02
  138.00     5.00       1.618995E-01      -2.080476E-02       8.705237E-02      -6.228727E-02
  139.00     5.00       1.584877E-01      -2.045370E-02       8.461189E-02      -5.828132E-02
  140.00     5.00       1.538497E-01      -1.960226E-02       8.020972E-02      -5.396028E-02
  141.00     5.00       1.480204E-01      -1.864785E-02       7.393010E-02      -4.991932E-02
  142.00     5.00       1.411242E-01      -1.796936E-02       6.604681E-02      -4.667123E-02
  143.00     5.00       1.333984E-01      -1.786669E-02       5.697694E-02      -4.459246E-02
  144.00     5.00       1.251535E-01      -1.853400E-02       4.722007E-02      -4.389230E-02
  145.00     5.00       1.167302E-01      -2.004946E-02       3.729526E-02      -4.460609E-02
  146.00     5.00       1.084589E-01      -2.238051E-02       2.768412E-02      -4.660960E-02
  147.00     5.00       1.006272E-01      -2.540092E-02       1.878594E-02      -4.964958E-02
  148.00     5.00       9.345661E-02      -2.891570E-02       1.088826E-02      -5.338414E-02
  149.00     5.00       8.709051E-02      -3.268945E-02       4.153724E-03      -5.742679E-02
  150.00     5.00       8.158709E-02      -3.646807E-02      -1.379969E-03      -6.138894E-02
  151.00     5.00       7.699224E-02      -4.001794E-02      -5.777886E-03      -6.491558E-02
  152.00     5.00       7.312197E-02      -4.313081E-02      -9.199885E-03      -6.770576E-02
  153.00     5.00       6.992051E-02      -4.565295E-02      -1.186205E-02      -6.954404E-02
  154.00     5.00       6.724180E-02      -4.747205E-02      -1.401326E-02      -7.029505E-02
  155.00     5.00       6.492791E-02      -4.852754E-02      -1.590890E-02      -6.990585E-02
  156.00     5.00       6.282337E-02      -4.880711E-02      -1.778908E-02      -6.839772E-02
  157.00     5.00       6.078656E-02      -4.834011E-02      -1.986206E-02      -6.585335E-02
  158.00     5.00       5.869774E-02      -4.718901E-02      -2.229332E-02      -6.240171E-02
  159.00     5.00       5.646388E-02      -4.544015E-02      -2.520000E-02      -5.820213E-02
  160.00     5.00       5.402059E-02      -4.319468E-02      -2.865007E-02      -5.342938E-02
  161.00     5.00       5.133153E-02      -4.056031E-02      -3.266523E-02      -4.826067E-02
  162.00     5.00       4.838616E-02      -3.764444E-02      -3.722643E-02      -4.286509E-02
  163.00     5.00       4.519619E-02      -3.454874E-02      -4.228109E-02      -3.739592E-02
  164.00     5.00       4.179136E-02      -3.136534E-02      -4.775097E-02      -3.198568E-02
  165.00     5.00       3.821508E-02      -2.817439E-02      -5.354000E-02      -2.674351E-02
  166.00     5.00       3.451714E-02      -2.503670E-02      -5.954205E-02      -2.175459E-02
  167.00     5.00       3.076043E-02      -2.201825E-02      -6.564536E-02      -1.708194E-02
  168.00     5.00       2.700383E-02      -1.915432E-02      -7.174016E-02      -1.276699E-02
  169.00     5.00       2.330762E-02      -1.647508E-02      -7.772112E-02      -8.833853E-03
  170.00     5.00       1.972967E-02      -1.400095E-02      -8.349047E-02      -5.292068E-03
  171.00     5.00       1.632408E-02      -1.174427E-02      -8.895976E-02      -2.139832E-03
  172.00     5.00       1.314028E-02      -9.710949E-03      -9.405085E-02       6.329462E-04
  173.00     5.00       1.022251E-02      -7.902090E-03      -9.869609E-02       3.041879E-03
  174.00     5.00       7.609715E-03      -6.315387E-03      -1.028381E-01       5.105714E-03
  175.00     5.00       5.335586E-03      -4.946397E-03      -1.064294E-01       6.844342E-03
  176.00     5.00       3.430863E-03      -3.790072E-03      -1.094411E-01       8.277258E-03
  177.00     5.00       1.914617E-03      -2.839504E-03      -1.118223E-01       9.421446E-03
  178.00     5.00       8.097673E-04      -2.090415E-03      -1.135605E-01       1.029283E-02
  179.00     5.00       1.319694E-04      -1.538744E-03      -1.146393E-01       1.090319E-02
  180.00     5.00      -1.068913E-04      -1.182064E-03      -1.150481E-01       1.126045E-02
    0.00    10.00       2.323721E+00       1.411772E+00      -8.938741E-03      -5.061192E-03
    1.00    10.00       2.322741E+00       1.411564E+00      -9.320476E-03      -5.099453E-03
    2.00    10.00       2.319898E+00       1.411012E+00      -9.830727E-03      -4.793079E-03
    3.00    10.00       2.315200E+00       1.410110E+00      -1.046392E-02      -4.149346E-03
    4.00    10.00       2.308660E+00       1.408844E+00      -1.121367E-02      -3.177623E-03
    5.00    10.00       2.300381E+00       1.407142E+00      -1.207318E-02      -1.888668E-03
    6.00    10.00       2.290230E+00       1.405103E+00      -1.303261E-02      -2.957891E-04
    7.00    10.00       2.278314E+00       1.402642E+00      -1.408251E-02       1.587661E-03
    8.00    10.00       2.264673E+00       1.399735E+00      -1.521137E-02       3.747325E-03
    9.00    10.00       2.249351E+00       1.396354E+00      -1.640618E-02       6.168671E-03
   10.00    10.00       2.232400E+00       1.392472E+00      -1.765246E-02       8.837547E-03
   11.00    10.00       2.213881E+00       1.388064E+00      -1.893440E-02       1.174079E-02
   12.00    10.00       2.193862E+00       1.383104E+00      -2.023519E-02       1.486687E-02
   13.00    10.00       2.172420E+00       1.377571E+00      -2.153748E-02       1.820652E-02
   14.00    10.00       2.149637E+00       1.371451E+00      -2.282411E-02       2.175336E-02
   15.00    10.00       2.125611E+00       1.364715E+00      -2.407631E-02       2.550396E-02
   16.00    10.00       2.100420E+00       1.357402E+00      -2.528622E-02       2.945935E-02
   17.00    10.00       2.074172E+00       1.349502E+00      -2.644018E-02       3.362390E-02
   18.00    10.00       2.046964E+00       1.341036E+00      -2.753314E-02       3.800535E-02
   19.00    10.00       2.018894E+00       1.332039E+00      -2.856675E-02       4.261410E-02
   20.00    10.00       1.990052E+00       1.322556E+00      -2.955102E-02       4.746183E-02
   21.00    10.00       1.960518E+00       1.312646E+00      -3.050557E-02       5.255954E-02
   22.00    10.00       1.930359E+00       1.302376E+00      -3.146070E-02       5.791501E-02
   23.00    10.00       1.899625E+00       1.291819E+00      -3.245756E-02       6.352960E-02
   24.00    10.00       1.868344E+00       1.281048E+00      -3.354754E-02       6.939467E-02
   25.00    10.00       1.836525E+00       1.270134E+00      -3.479037E-02       7.548779E-02
   26.00    10.00       1.804150E+00       1.259132E+00      -3.625097E-02       8.176909E-02
   27.00    10.00       1.771187E+00       1.248080E+00      -3.799469E-02       8.817828E-02
   28.00    10.00       1.737583E+00       1.236989E+00      -4.008120E-02       9.463289E-02
   29.00    10.00       1.703284E+00       1.225836E+00      -4.255731E-02       1.010282E-01
   30.00    10.00       1.668235E+00       1.214606E+00      -4.545439E-02       1.072439E-01
   31.00    10.00       1.632376E+00       1.203101E+00      -4.875829E-02       1.131291E-01
   32.00    10.00       1.595716E+00       1.191275E+00      -5.244196E-02       1.185446E-01
   33.00    10.00       1.558280E+00       1.178945E+00      -5.642395E-02       1.233474E-01
   34.00    10.00       1.520144E+00       1.165943E+00      -6.058653E-02       1.274119E-01
   35.00    10.00       1.481438E+00       1.152106E+00      -6.477454E-02       1.306428E-01
   36.00    10.00       1.442343E+00       1.137291E+00      -6.880371E-02       1.329896E-01
   37.00    10.00       1.403087E+00       1.121393E+00      -7.247392E-02       1.344569E-01
   38.00    10.00       1.363930E+00       1.104363E+00      -7.558708E-02       1.351120E-01
   39.00    10.00       1.325147E+00       1.086214E+00      -7.796804E-02       1.350856E-01
   40.00    10.00       1.287010E+00       1.067027E+00      -7.948650E-02       1.345650E-01
   41.00    10.00       1.249760E+00       1.046952E+00      -8.007704E-02       1.337795E-01
   42.00    10.00       1.213567E+00       1.026236E+00      -7.975937E-02       1.329822E-01
   43.00    10.00       1.178578E+00       1.005035E+00      -7.862663E-02       1.323998E-01
   44.00    10.00       1.144843E+00       9.836511E-01      -7.686534E-02       1.322386E-01
   45.00    10.00       1.112329E+00       9.623360E-01      -7.472626E-02       1.326254E-01
   46.00    10.00       1.080928E+00       9.413022E-01      -7.249869E-02       1.335919E-01
   47.00    10.00       1.050472E+00       9.206989E-01      -7.047291E-02       1.350613E-01
   48.00    10.00       1.020762E+00       9.005939E-01      -6.889783E-02       1.368506E-01
   49.00    10.00       9.916003E-01       8.809664E-01      -6.793986E-02       1.386899E-01
   50.00    10.00       9.628256E-01       8.617140E-01      -6.765072E-02       1.402586E-01
   51.00    10.00       9.343249E-01       8.426699E-01      -6.794860E-02       1.412331E-01
   52.00    10.00       9.060921E-01       8.236784E-01      -6.863855E-02       1.413423E-01
   53.00    10.00       8.782322E-01       8.045066E-01      -6.940022E-02       1.404085E-01
   54.00    10.00       8.508777E-01       7.850591E-01      -6.987921E-02       1.384024E-01
   55.00    10.00       8.242160E-01       7.652850E-01      -6.972399E-02       1.354410E-01
   56.00    10.00       7.984389E-01       7.452145E-01      -6.865323E-02       1.317796E-01
   57.00    10.00       7.737086E-01       7.249502E-01      -6.650958E-02       1.277735E-01
   58.00    10.00       7.501328E-01       7.046455E-01      -6.329285E-02       1.238174E-01
   59.00    10.00       7.277533E-01       6.844766E-01      -5.916479E-02       1.202758E-01
   60.00    10.00       7.065466E-01       6.646161E-01      -5.442278E-02       1.174154E-01
   61.00    10.00       6.863942E-01       6.451910E-01      -4.945658E-02       1.153502E-01
   62.00    10.00       6.672509E-01       6.263123E-01      -4.463528E-02       1.140302E-01
   63.00    10.00       6.489487E-01       6.080379E-01      -4.028888E-02       1.132439E-01
   64.00    10.00       6.313491E-01       5.903681E-01      -3.660640E-02       1.126654E-01
   65.00    10.00       6.143326E-01       5.732567E-01      -3.360661E-02       1.119270E-01
   66.00    10.00       5.978157E-01       5.566243E-01      -3.113638E-02       1.107012E-01
   67.00    10.00       5.817591E-01       5.403790E-01      -2.890830E-02       1.087769E-01
   68.00    10.00       5.661653E-01       5.244395E-01      -2.657056E-02       1.061094E-01
   69.00    10.00       5.510326E-01       5.087077E-01      -2.380474E-02       1.028276E-01
   70.00    10.00       5.364720E-01       4.932062E-01      -2.036764E-02       9.921339E-02
   71.00    10.00       5.224796E-01       4.779243E-01      -1.620908E-02       9.562192E-02
   72.00    10.00       5.090702E-01       4.628709E-01      -1.144989E-02       9.239498E-02
   73.00    10.00       4.962482E-01       4.480521E-01      -6.362304E-03       8.977430E-02
   74.00    10.00       4.840214E-01       4.334683E-01      -1.301157E-03       8.783985E-02
   75.00    10.00       4.724094E-01       4.191258E-01       3.386721E-03       8.649037E-02
   76.00    10.00       4.614087E-01       4.050161E-01       7.441326E-03       8.546276E-02
   77.00    10.00       4.511176E-01       3.912292E-01       1.079148E-02       8.442583E-02
   78.00    10.00       4.414861E-01       3.778496E-01       1.351714E-02       8.304292E-02
   79.00    10.00       4.324547E-01       3.649663E-01       1.586068E-02       8.107397E-02
   80.00    10.00       4.239136E-01       3.526439E-01       1.814851E-02       7.843715E-02
   81.00    10.00       4.157211E-01       3.408961E-01       2.069967E-02       7.522943E-02
   82.00    10.00       4.077342E-01       3.296740E-01       2.373583E-02       7.169808E-02
   83.00    10.00       3.998039E-01       3.188436E-01       2.730356E-02       6.816136E-02
   84.00    10.00       3.919544E-01       3.082769E-01       3.131001E-02       6.493824E-02
   85.00    10.00       3.841473E-01       2.978270E-01       3.547685E-02       6.222953E-02
   86.00    10.00       3.764550E-01       2.873509E-01       3.946956E-02       6.006896E-02
   87.00    10.00       3.690094E-01       2.767500E-01       4.298325E-02       5.830820E-02
   88.00    10.00       3.619831E-01       2.659965E-01       4.583539E-02       5.665818E-02
   89.00    10.00       3.555571E-01       2.551549E-01       4.802348E-02       5.477445E-02
   90.00    10.00       3.498383E-01       2.443702E-01       4.971934E-02       5.235434E-02
   91.00    10.00       3.449623E-01       2.338719E-01       5.125649E-02       4.924628E-02
   92.00    10.00       3.408110E-01       2.239444E-01       5.297662E-02       4.548295E-02
   93.00    10.00       3.371742E-01       2.147991E-01       5.516422E-02       4.127925E-02
   94.00    10.00       3.337426E-01       2.065313E-01       5.794882E-02       3.697039E-02
   95.00    10.00       3.301786E-01       1.990766E-01       6.126393E-02       3.291210E-02
   96.00    10.00       3.262049E-01       1.922119E-01       6.486462E-02       2.937388E-02
   97.00    10.00       3.216788E-01       1.856045E-01       6.839904E-02       2.645683E-02
   98.00    10.00       3.166120E-01       1.788448E-01       7.150429E-02       2.403710E-02
   99.00    10.00       3.112710E-01       1.716762E-01       7.395404E-02       2.186934E-02
  100.00    10.00       3.059538E-01       1.639228E-01       7.567726E-02       1.957225E-02
  101.00    10.00       3.010381E-01       1.555924E-01       7.682353E-02       1.679344E-02
  102.00    10.00       2.968622E-01       1.468771E-01       7.771709E-02       1.330877E-02
  103.00    10.00       2.936446E-01       1.381192E-01       7.876676E-02       9.099873E-03
  104.00    10.00       2.914246E-01       1.297457E-01       8.034605E-02       4.374619E-03
  105.00    10.00       2.900096E-01       1.221603E-01       8.266743E-02      -4.880941E-04
  106.00    10.00       2.891021E-01       1.156833E-01       8.574335E-02      -5.009616E-03
  107.00    10.00       2.881924E-01       1.104695E-01       8.931394E-02      -8.774249E-03
  108.00    10.00       2.867622E-01       1.064236E-01       9.293696E-02      -1.153454E-02
  109.00    10.00       2.843735E-01       1.032202E-01       9.608878E-02      -1.329381E-02
  110.00    10.00       2.807717E-01       1.003594E-01       9.830209E-02      -1.431989E-02
  111.00    10.00       2.759535E-01       9.726876E-02       9.929430E-02      -1.508716E-02
  112.00    10.00       2.701622E-01       9.344462E-02       9.904964E-02      -1.616962E-02
  113.00    10.00       2.638954E-01       8.847732E-02       9.784391E-02      -1.807048E-02
  114.00    10.00       2.577370E-01       8.231323E-02       9.617455E-02      -2.111567E-02
  115.00    10.00       2.522594E-01       7.513085E-02       9.465162E-02      -2.535052E-02
